doc_i,doc_j,exact_jaccard,review_i,review_j
10800,70646,0.9123222748815166,"I purchased this book to supplement my audio learning of Spanish using the Pimsleur method. Spanish Made Simple is an excellent resource because it introduces vocabulary in a controlled way. Short passages are presented in each chapter with Spanish in one column and English in the other. There are follow-up exercises to practice and apply your new vocabulary. Be sure to supplement this book with an audio program, so you are learning the correct pronunciation of words.","I purchased this book to supplement my audio learning of French using the Pimsleur method. French Made Simple is an excellent resource because it introduces vocabulary in a controlled way. Short passages are presented in each chapter with French in one column and English in the other. There are follow-up exercises to practice and apply your new vocabulary. Be sure to supplement this book with an audio program, so you are learning the correct pronunciation of words."
65923,96972,0.9098901098901099,"Simply put, I love this book. What a great book to introduce to students interested in historical adventures, and this one is spot on. It's one of the great adventure novels, with lots of action, well-written characters, important issues, and can be read quickly because of its compelling storyline. Also, there is the deception factor, which makes for great storytelling, but in this case the deception is of good in the eternal struggle that is good versus evil. Scott A. Reighard, author:Jamestown: Journey Back in Time","Simply put, I love this book. What a great book to introduce to students interested in historical adventures, and this one is spot on. It's one of the great adventure novels, with lots of action, well-written characters, important issues, and can be read quickly because of its compelling storyline. Also, there is the deception factor,which makes for great storytelling, but in this case the deception is of good in the eternal struggle that is good versus evil.Jamestown: Journey Back in Time"
18892,106310,0.908256880733945,"This book is about shades of black people. The part I liked best was the twisted corkscrew in a rope. I think this book is the best because it show people. I learned these new words when I read the book: unique, brassy, and radiant.","This book is about shades of black people. The part I liked best was the twisted corkscrew in a rope. I think this book is the best because it show people. I learned these new words when I read the book: unique, brassy, and radiant.By: B.W.Age 6, Los Angeles"
23110,49763,0.9045801526717557,"This is the only unabridged version of The Return of the King. The reader is pretty good but SLOW!!! You really need to speed him up or just read the book on your own. If you rip this to an m4b and play fast on an iPod, it is good. I just need to find the right Android app to speed up his talking.","This is the only unabridged version of The Hobbit. The reader is pretty good but SLOW!!! You really need to speed him up or just read the book on your own. If you rip this to an m4b and play fast on an iPod, it is good. I just need to find the right Android app to speed up his talking."
31016,66271,0.9040178571428571,I think it was a good book I saw the movie too but it was black and white and very cheesy and Ramo died to easy and early I mean hes a kid he has like no meat on him those dogs are realy stupid but not Rontu hes my favorite and I feel bad for Karana that all her people died and she was thge last one but if you read the book it is actualy is good but you have to like history so I recomend reading it it gets booring in the begining but later it gets better later.,I think it was a good book i saw the movie too but it was black and white and very cheesy and Ramo died to easy and early i mean hes a kid he has like no meat on him those dogs are realy stuppid but not Rontu hes my favorite and i feel bad for Karana that all her people died and she was thge last one but if you read the book it is actualy is good but you have to like history so i recomend reading it it gets booring in the begining but later it gets better just like artemis fowl it is boring in the beggining.
105,26948,0.8996539792387543,Considero que este es uno de los mejores libros en programación que he leido. Este libro debería ser considerado por aquellos desarrolladores que se consideren serios y profesionales.El único requisito que piden los autores es que los programadores cuenten con tan solo un poco de lógica y ganas de entender Java.,Considero que este es uno de los mejores libros en programación que he leido. Este libro debería ser considerado por aquellos desarrolladores que se consideren serios y profesionales.El único requisito que piden los autores es que los programadores cuenten con tan solo un poco de lógica y ganas de aprender a desarrollar en Java.
2448,89683,0.8983050847457628,i enjoyed this download also and the item was exactly as advertised... i will be downloading more stuff to read in the future.,i also enjoyed this download and the item was exactly as advertised... i will be downloading more stuff to read in the future.
10714,66615,0.8946515397082658,"A great and accessible book on economics. If you know nothing about the topic, read it, because it will save you from the pitfalls that have brough on most of modern economic errors. If you know much about economics, read it, because it will correct many tipically wrong notions of economics in your head. It is not meant to be a tratise, nor to solve all problems. Like all great books, it is a simple, concise, yet essential single lesson in economics. From a broken window glass it takes you through all main aspects of modern economics and teaches you an essential lesson: think about the unseen effects of economic policies and actions. Get that lesson wrong and you will find yourself in the midst of a third world economics mentality.","A great and accessible book on economics. If you know nothing about the topic, read it, because it will save you from the pitfalls that have brough on most of modern economic errors. If you know much about economics, read it, because it will correct many tipically wrong notions of economics in your head. It is not meant to be a tratise, nor to solve all problems. Like all great books, it is a simple, concise, yet essential single lesson in economics. From a broken window glass it takes you through all main aspects of modern economics and teaches you an essential lesson: think about the unseen effects of economic policies and actions. Get that lesson wrong and you will find yourself in the midst of a third world economics mentality (which of course you may want, depending on your political position in life)."
34308,38577,0.8936170212765957,"Via Amazon - Excellent service, prompt delivery, excellent conditionas described, packaged well.Would use again.","Excellent service, prompt delivery, excellent conditionas described, packaged well.Would use again."
31150,35777,0.8864628820960698,"This story is an amazingly rich and layered fantasy that will completely suck you in if you give it half a chance.From reading all three of the Kushiel's novels thus far, I can tell that Ms. Carey has done her research about ancient places, languages, myths, and religions to weave her stories into something that feels real even as you are swept away in the fantasy of it all. You are able to see the world that was, yet imagine a world that might have been all at the same time.These are NOT kids books. They have sexual themes that definitly make them grown-up reading and make it necessary to be able to put personal preferences aside and simply go along with the story, but nothing about those situations feel gratuitous or simply placed there for shock value; they actually help propel the story.All in all, I love the Kushiel's stories and am anxiously looking forward to the next books. If you love history and love fantasy, I think you will also find this series facinating.","This story is an amazingly rich and layered fantasy that will completely suck you in if you give it half a chance.From reading all three of the Kushiel's novels thus far, I can tell that Ms. Carey has done her research about ancient places, languages, myths, and religions to weave her stories into something that feels real even as you are swept away in the fantasy of it all. You are able to see the world that was, yet imagine a world that might have been all at the same time. Kushiel's Chosen takes you to whole new places with Phedre, and lets you explore the Medditeranean in a new and fantastical way.These are NOT kids books. They have sexual themes that definitly make them grown-up reading and make it necessary to be able to put personal preferences aside and simply go along with the story, but nothing about those situations feel gratuitous or simply placed there for shock value; they actually help propel the story.All in all, I love the Kushiel's stories and am anxiously looking forward to the next books. If you love history and love fantasy, I think you will also find this series facinating."
48837,107032,0.8839285714285714,"I was interested in discovering Wicca and being solitary. This is a really informative book, encompasses history, personal preferences, covens, lifestyle choices and allowing everyone to follow their own path. Really informative. I decided Wicca is not for me, as I do not know what I believe as far as a diety, so if I don't believe in one, I can't honestly honor two. I will keep looking for what is right for me, but this book allowed me to make a truly informed choice, along with the solitary practitioner first book","I was interested in discovering Wicca and being solitary. This is a really informative book, encompasses history, personal preferences, covens, lifestyle choices and allowing everyone to follow their own path. Really informative. I decided Wicca is not for me, as I do not know what I believe as far as a deity, so if I don't believe in one, I can't honestly honor two. I will keep looking for what is right for me, but this book allowed me to make a truly informed choice."
40303,42260,0.8829787234042553,This is a classic written by a great author. In the past I have given this book as a gift.,This is a classic written by a great author. In the past I have given this book as a gift to friends.
44359,61971,0.8814589665653495,"This book was ordered as part of a bundle of textbooks needed for the Spring 2013 semester. The books arrived within two days due to my Amazon Prime subscription, and were in brand new condition. I am very satisfied with my order and all of the products will be very useful in my classes this semester. I will continue to buy books from Amazon in the future!","This book was ordered as part of a bundle of textbooks needed for the Fall 2012 semester. The books arrived within two days due to my Amazon Prime subscription, and were in brand new condition. I am very satisfied with my order and all of the products have been very useful in my classes this semester. I will continue to buy books from Amazon in the future!"
28521,37470,0.8809523809523809,Easy to get on my Kindle and to transport it everywhere. Rapid download to all my connected electronics. And you cannot go wrong with so little money for it.,Easy to get on my Kindle and to transport it everywhere. Rapid download to all my connected electronics. And you cannot go wrong with so little money for it. Love those classics.
18558,34154,0.8735777496839444,"This is not the book that Agatha Christie wrote. There are major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. What ""improvements"" have been made for the Signet edition? For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Signet edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
39712,74762,0.8699186991869918,Ruth Rendell is in a class all by herself!!She is the MASTER OF MYSTERIES!!!You can't go wrong with one of her wonderful creations.,RUTH RENDELL IS IN A CLASS ALL BY HERSELF!She is the MASTER OF MYSTERIES!!You can't go wrong with one of her creations.
18036,18558,0.8664987405541562,"What ""improvements"" have been made for the Black Dog & Leventhal edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, and Berkley editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","This is not the book that Agatha Christie wrote. There are major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. What ""improvements"" have been made for the Signet edition? For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
25700,82784,0.8628005657708628,"interesting book but with all religious works you must compare the contents to the only book inspired by God himself, the Bible. Yes buy this book [...] and read it, it is put together nice but read the holy bible and buy that now [...] as well. As a former catholic of 31 years i can tell you the way to heaven is through Jesus Christ NOT the virgin mary- this is not my opinion it is the word of God. You should purchase [...] A vhs movie titled ""messages from heaven"" (eternal productions, copyrite 2000 / ISBN# 1-57341-119-1 which is an investigation into the catholic dogmas and messages from a spirit claiming to be mary as they compare to gods word. You will be shocked at the deception the catholic church has fallen for , totally disregarding the warnings in the bible. [....]","interesting book but with all religious works you must compare the contents to the only book inspired by God himself, the Bible. Yes buy this book from amazon and read it, it is put together nice but read the holy bible and buy that now from amazon as well. As a former catholic of 31 years i can tell you the way to heaven is through Jesus Christ NOT the virgin mary- this is not my opinion it is the word of God. You should purchase (from amazon of course) A vhs movie titled ""messages from heaven"" (eternal productions, copyrite 2000 / ISBN# 1-57341-119-1 which is an investigation into the catholic dogmas and messages from a spirit claiming to be mary as they compare to gods word. You will be shocked at the deception the catholic church has fallen for , totally disregarding the warnings in the bible. Check amazon first for the video, any problems email me for assistance."
11762,108082,0.856988082340195,"Tolkien's Hobbit takes the imagination on a wonderful flight of fantasy. I read this book on a yearly basis and each year I am delighted and captivated by the world of Bilbo Baggins.Bilbo is a reluctant member of an adventure that will forever change his life and the lives of those around him. He accompanies 13 dwarves on a mission to reclaim the gold and mountain kingdom of their ancestors from the dragon, Smaug. They have many adventures and mishaps on their journey to the lonely mountain including the climactic battle of five armies. Bilbo finds a magic ring along the way which leads, not only to a rise in his stature, but also to a new adventure for his friends in ""The Lord of the Rings.""Tolkien is a master storyteller and the depth of his skill is best seen in this tale. In the following trilogy, ""The Lord of the Rings"" the story is continued, but the sheer delight of ""The Hobbit"" is never fully recaptured. This collector's edition is beautifully bound. Even more enjoyable are the illustrations and paintings by the author himself.","Tolkien's Hobbit takes the imagination on a wonderful flightof fantasy. I read this book on a yearly basis and eachyear I am delighted and captivated by the world of BilboBaggins.Bilbo is a reluctant member of an adventure that willforever change his life and the lives of those around him.He accompanies 13 dwarves on a mission to reclaim the goldand mountain kingdom of their ancestors from the dragon,Smaug. They have many adventures and mishaps on theirjourney to the lonely mountain including the climactic battle offive armies. Bilbo finds a magic ring along the way whichleads, not only to a rise in his stature, but also to a newadventure for his friends in ""The Lord of the Rings.""Tolkien is a master storyteller and the depth of his skillis best seen in this tale. In the following trilogy, ""TheLord of the Rings"" the story is continued, but the sheerdelight of ""The Hobbit"" is never fully recaptured.This collector's edition is beautifully bound. Even moreenjoyable are the illustrations and paintings by the authorhimself."
21027,79083,0.8553571428571428,"The Great War was a turning point for the generation of Robert Graves just as post September 11th is a turning point for the current generation: nothing can ever be exactly the same. But it takes a great poet to put those changes into context for the rest of the world--Graves was that poet for his generation. Misunderstood early in life, at times labeled a subversive, after ninety years, he departed this world as a wisened sage. This is the story of his early life, including his experiences in the great war. It is a must read for any ex-soldier and for anyone who wants to understand the core of Graves' thought.","If you want to learn about and from Graves, then you will love this book. The Great War was a turning point for the generation of Robert Graves just as post September 11th is a turning point for the current generation: nothing can ever be exactly the same, but it takes a great poet to put those changes into context for the rest of the world. Graves was that poet for his generation.Misunderstood early in life, at times labeled a subversive, after ninety years, he departed this world as a wise sage. This is the story of his early life, including his experiences in the Great War. It is a must read for any ex-soldier and for anyone who wants to understand the core of Graves' thought."
15959,18558,0.8544776119402985,"What ""improvements"" have been made for the ""Masterpiece"" edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","This is not the book that Agatha Christie wrote. There are major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. What ""improvements"" have been made for the Signet edition? For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
19092,92763,0.8513513513513513,i read this book in the bath tub and loved it. I recommend you do the same.,i read this book in the bath tub and loved it. I recommend you do hte same.
18613,83275,0.8489010989010989,The Critique is often dense and it is consistently challenging. But this is the key to Kant and time spent with him is never wasted. Kemp Smith's commentary is available in paper and is extremely helpful. Working through Kant's philosophy can actually be exhilarating and sharing his view of the philosophical topography is something no one should deny themselves.,It is often dense and it is consistently challenging. But this may be the key to Kant and time spent with him is never wasted. Kemp Smith's commentary is available in paper and is extremely helpful. Working through Kant's philosophy can be exhilarating and sharing a bit of his view of the philosophical topography is something no one should deny themselves.
31180,33333,0.8475452196382429,"This was absolutely a brutal read; however, it was more or less a paradox described as painfully interesting. The mind of Adam Smith is incredible, and I encourage an interested reader to duke it out as you'll most certainly come out of the book more informed. I would recommend Wealth of Nations to anyone who has a mild interest in Economics. Brian Oley","I am going to refer to the original text version written by Adam Smith: This was absolutely a brutal read; however, it was more or less a paradox described as painfully interesting. The mind of Adam Smith is incredible, and I encourage an interested reader to duke it out as you'll most certainly come out of the book more informed. I would recommend Wealth of Nations to anyone who has a mild interest in Economics. Brian Oley"
15020,18558,0.8472906403940886,"What ""improvements"" have been made for the Black Dog & Leventhal edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead (FUNERALS ARE FATAL) editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, and Berkley editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","This is not the book that Agatha Christie wrote. There are major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. What ""improvements"" have been made for the Signet edition? For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
18558,51529,0.8469135802469135,"This is not the book that Agatha Christie wrote. There are major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. What ""improvements"" have been made for the Signet edition? For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Bantam edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins (4:50 FROM PADDINGTON) and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
10728,66379,0.8442622950819673,"Unlike Forrester O'Brian has really done his homework. His books are really informative.Forrerster follows the straight Tory ticket and O'Brian, does not.Of course the Hornblower series started in the thirties when England still had an empire. The Aubrey/Mathurin series on the other hand started in 1969 when England had lost its empire and democracy had become respectable.This is one of the later volumes and not as good as the first.","Unlike Forrester O'Brian has really done his homework. His books are really informative.Forrerster follows the straight Tory ticket and O'Brian, does not.Of course the Hornblower series started in the thirties when England still had an empire. The Aubrey/Mathurin series on the other hand started in 1969 when England had lost its empire and democracy had become respectable."
9435,45790,0.8368794326241135,The book was in perfect condition. There was no writing or highlighting in the book. The cover was hardly damaged. Would definitely buy from again.,The book was in perfect condition. There was no writing or highlighting and the cover was hardly damaged. I would definitely buy from again.
13335,100935,0.8318122555410691,"Frankly I am puzzled by the criticisms leveled at this edition. There is another edition [also by Barnes and Noble] and it is cheaper, though the quality is very flimsy and I wonder if the other reviewers were confused with that edition?This edition of Persuasion is beautifully bound, with a cloth spine, and has a lovely portrait on the cover. The text is not too small unlike some other editions, it makes for comfortable reading. The book itself is sturdy, as it is in hardback, but not unwieldy - it fits nicely into my hands. Besides the main text of Austen's novel itself, it has added features - a brief chronology of the world of Jane Austen & Persuasion, an introduction, the main text, as well as useful endnotes, works inspired by Persuasion,comments, as well as a list of resources for further reading and criticisms. In all, a value buy.","Frankly I am puzzled by the criticisms leveled at this edition. There is another edition [also by Barnes and Noble] and it is cheaper, though the quality is very flimsy and I wonder if the other reviewers were confused with that edition?This edition of Emma is beautifully bound, with a cloth spine, and has a lovely portrait on the cover. The text is not too small unlike some other editions, it makes for comfortable reading. The book itself is sturdy, as it is in hardback, but not unwieldy - it fits nicely into my hands. Besides the main text of Austen's novel itself, it has added features - a brief chronology of the world of Jane Austen & Emma, an introduction, the main text, as well as useful endnotes, a list of adaptations of the novel [in both film and book format],comments, as well as a list of resources for further reading [biographies and letters of Austen] and criticisms. In all, a value buy."
28521,76609,0.8289473684210527,Easy to get on my Kindle and to transport it everywhere. Rapid download to all my connected electronics. And you cannot go wrong with so little money for it.,Easy to get on my Kindle and to transport it everywhere. Rapid download to all my connected electronics. And you cannot go wrong with free.
30740,37422,0.8181818181818182,Bad quality and wrong definitions. Authors obviously lacking elementary knowledge. Not worth wasting time and money.,Does not meet expectations. Bad quality and wrong definitions. Authors obviously lacking elementary knowledge. Not worth wasting time and money.
1481,6296,0.8181818181818182,This was purchased as a gift for my mother who requested it. I'm assuming she liked as she asked for more in the series.,This was purchased as a gift for my mother who requested it. I'm assuming she liked as she asked for more in the series. Not sure what more to say.
25640,26194,0.8076923076923077,I have been an Anne McCaffrey fan for many years. It is interesting to come into closer contact with her with this book.,I have been an Anne McCaffrey (and Todd McCaffrey) fan for many years. It is interesting to come into closer contact with them with this book.
10846,91009,0.803921568627451,"This review is for the Heritage Press edition of The French Revolution in the later printing with the pictorial hardback boards.A hefty, oblong book on heavy paper. Painted illustrations by Bernard Lamotte -- over 20 full page or two page spread collotypes. Bound in pictorial linen.Matte red slipcase that matches the red and gold title on the spine.629 pp with an introduction by Cecil Brown.","This review is for the Heritage Press edition of The French Revolution in the later printing with the pictorial hardback boards.A hefty, oblong book on heavy paper. Painted illustrations by Bernard Lamotte -- over 20 full page or two page spread collotypes. Bound in pictorial linen.629 pp with an introduction by Cecil Brown."
6232,88040,0.7991266375545851,"Sneaking around, discovering what other teens or adults were up to, solving crimes, ahh, I loved this series.I read the entire series as a kid, and loved it. It chronicles two brothers and their friends adventures as they solve mysteries of all imaginable kinds. I only learned as an adult that Franklin W Dixon was a pen name used by several different authors, but the series had some great stories. I still enjoy a good mystery.Paul Buckner,author of ""From Broke to Broker, and other stories of finding financial freedom.""","I read the entire series as a kid, and loved it. It chronicles two brothers and their friends adventures as they solve mysteries of all imaginable kinds. I only learned as an adult that Franklin W Dixon was a pen name used by several different authors, but the series had some great stories. I still enjoy a good mystery.Paul Buckner,author of ""From Broke to Broker, and other stories of finding financial freedom."""
10577,32554,0.7887323943661971,The hatchet was one of the best books i have ever read. It realy puts you in the book. that is why i liked it. The deatle is that good. If you are into the nature adventer books this is the book for you. It takes place in a forst in the middle of noware. He was on his way to his dads house whene the plane crashe. He has to servive as long as he can with just a hatchet. Do you think he can do it? Read the book and find out.,The hatchet was one of the best books i have ever read. It realy puts you in the book. That is why i liked it. If you are into the nature adventer books this is the book for you. It takes place in a forst in the middle of noware. He was on his way to his dads house whene the plane crashe. He has to servive as long as he can with just a hatchet. Do you think he can do it? Read the book and find out. if you like the book hatchet then try reading the river. the second book to the hatchet. it is even better.
15458,78993,0.7811158798283262,"This is the latest Karen Moning book that features the MacKeltars. All I can say is...READ THIS BOOK! It is a great mixture of magic, highlands, passion & humor. The characters are well developed and get you itching to read the rest of the MacKeltar books (#1 ""Kiss of the Highlander"" - (Drustans story),#2 ""Dark Highlander"" (drustans twin), #3 ""Immortal Highlander"" (Adam Black - side character interacting w/ MacKeltars), #4 ""Spell of the Highlander"" (part of MacKeltar clan), #5 ""Highlander's Touch"" (seperate story linked w/ Adam Black), #6 ""Into the Dreaming"" - a novella that features the fairy queen mentioned in the other books. NOTE: This is my suggestion for the order to read them in. There is not real official order in which to read them. All I know is once you finish this book, you will be itching to read the rest. ENJOY!!!","This book was ok, but I tired of the constant tension between the main characters. I would first start with ""Kiss of the Highlander"": This is the first Karen Moning book that features the MacKeltars. All I can say is...READ THIS BOOK! It is a great mixture of magic, highlands, passion & humor. The characters are well developed and get you itching to read the rest of the MacKeltar books (#1 ""Kiss of the Highlander"" - (Drustans story),#2 ""Dark Highlander"" (drustans twin), #3 ""Immortal Highlander"" (Adam Black - side character interacting w/ MacKeltars), #4 ""Spell of the Highlander"" (part of MacKeltar clan), #5 ""Highlander's Touch"" (seperate story linked w/ Adam Black), #6 ""Into the Dreaming"" - a novella that features the fairy queen mentioned in the other books. NOTE: This is my suggestion for the order to read them in. There is not real official order in which to read them. All I know is once you finish this book, you will be itching to read the rest. Then, come back to this one when you are still itching for more Karen Moning! :)"
9792,38489,0.7695852534562212,"Haven't had a chance to read the book yet. But, it looks like it will be a great read. The book came as promised. It is a paperback - but a high quality one. If you are looking for this classic, I do recommend this printing.","Haven't had a chance to read the book yet. But, it looks like it will be a great read. The book came as promised. It appears to be a high quality printing. If you are looking for this classic, I do recommend this printing."
36835,62049,0.7565922920892495,An excellent anthology. The stories are for the most part excellent. From an Amish innkeeper to homeless New Yorkers from humourous to serious mysteries this book runs the gamut. A great read. A quick read. A fun read. And it had the added bonus of introducing me to some new mystery authors whose works I wish to explore. Well done and rare a feat almost as impossible in mysteries as in steaks. A sumptuous literary repast.,A sumptuous literary repast.A delectable array of mysteries. An excellent anthology. The stories are for the most part excellent. From an Amish innkeeper to homeless New Yorkers from humourous to serious mysteries this book runs the gamut. A great read. A quick read. A fun read. And it had the added bonus of introducing me to some new mystery authors whose works I wish to explore. Well done and rare a feat almost as impossible in mysteries as in steaks. And the good news is that the profits go to charity to feed the hungry. Presumably without the poison.
16725,34154,0.7551020408163265,"Whose work are we actually reading at this point? There were already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There were further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the recent Signet, Berkley, and Leventhal and Black editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. Here the publishers at Collins, dissatisfied with their own earlier efforts, put still more distance between author and public with a ""New Ed"" edition. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Signet edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
9829,94155,0.7515527950310559,"This was a nonstop thriller to the end. There are many bells between the pirates and crew of the ship. This is a joy to read, I'm a person who doesnt't like books but I loved this one.The book is pretty much about a ship sailing to an Island that meet dangerous pirates thatare savvy that theres treasure on the Island. I highly recomend this book to people who have trouble finding a good book and like not stop thillers with many twists and turns.","This was a nonstop thriller to the end. There are many bells between the pirates and crew of the ship. This is a joy to read, I'm a person who doesnt't like books but I loved this one.The book is pretty much about a boy named Jim finding a treasuer map and gathers a crew together and sets on a dangerous quest for an an Island there they meet dangerous pirates that are savvy that theres treasure on the Island. I highly recomend this book to people who have trouble finding a good book and like not stop thillers with many twists and turns."
